id_pedido,fecha_hora,categoria,producto,cantidad,precio_unitario,descuento_unitario,monto_total,canal_venta,metodo_pago,calificacion,descuento_unitario_propuesto,cantidad_proyectada,monto_total_proyectado,incremento_monto
ORD-1321,2026-05-08 18:16:00,Especiales,Hamburguesa La Churrita,2,28.5,5.7,45.6,Presencial,Yape/Plin,4,5.7,2.0,45.6,0.0
ORD-1322,2026-05-27 20:13:00,Especiales,Hamburguesa Extrema,1,36.0,5.4,30.6,Presencial,Tarjeta de Crédito,3,5.4,1.0,30.6,0.0
ORD-1323,2026-05-27 17:30:00,Clásicas,Cheeseburger Doble,4,24.0,0.0,96.0,Delivery App,Tarjeta de Débito,4,2.4,4.0,86.4,-9.6
ORD-1324,2026-05-21 17:23:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Yape/Plin,5,1.8,1.0,16.2,-1.8
ORD-1325,2026-05-30 13:34:00,Clásicas,Hamburguesa Clásica,1,21.0,0.0,21.0,Presencial,Tarjeta de Crédito,4,2.1,1.0,18.9,-2.1
ORD-1326,2026-05-28 19:43:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Yape/Plin,5,2.2,1.0,19.8,-2.2
ORD-1327,2026-07-03 13:59:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Web Directa,Tarjeta de Débito,5,2.2,1.0,19.8,-2.2
ORD-1328,2026-07-08 14:44:00,Gourmet,Hamburguesa huachana,2,32.0,6.4,51.2,Delivery App,Tarjeta de Crédito,4,6.4,2.0,51.2,0.0
ORD-1329,2026-06-30 15:33:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Tarjeta de Débito,4,1.8,1.0,16.2,-1.8
ORD-1330,2026-06-17 17:02:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Efectivo,5,2.2,1.0,19.8,-2.2
ORD-1331,2026-05-19 13:36:00,Extranjera,Hamburguesa Mexicana,3,21.0,0.0,63.0,Presencial,Tarjeta de Crédito,5,4.2,6.0,100.8,37.8
ORD-1332,2026-05-04 12:42:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,1,4.28,1.0,24.22,-4.28
ORD-1333,2026-06-04 18:39:00,Extranjera,Hamburguesa Mexicana,1,21.0,0.0,21.0,Delivery App,Tarjeta de Crédito,5,4.2,2.0,33.6,12.6
ORD-1334,2026-07-03 14:25:00,Pollo,Crispy Chicken Burger,1,23.5,0.0,23.5,Presencial,Yape/Plin,5,2.35,1.0,21.15,-2.35
ORD-1335,2026-06-18 18:54:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,4,4.28,1.0,24.22,-4.28
ORD-1336,2026-05-17 13:22:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Para Llevar,Tarjeta de Crédito,5,4.28,1.0,24.22,-4.28
ORD-1337,2026-06-13 16:43:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Delivery App,Tarjeta de Crédito,5,2.4,2.0,43.2,-4.8
ORD-1338,2026-07-31 17:38:00,Clásicas,Hamburguesa Clásica,1,19.5,0.0,19.5,Delivery App,Yape/Plin,5,1.95,1.0,17.55,-1.95
ORD-1339,2026-05-30 12:14:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Para Llevar,Tarjeta de Débito,4,4.28,1.0,24.22,-4.28
ORD-1340,2026-06-15 14:55:00,Clásicas,Cheeseburger Doble,2,24.0,2.4,43.2,Presencial,Yape/Plin,4,2.4,2.0,43.2,0.0
ORD-1341,2026-05-06 13:48:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Delivery App,Tarjeta de Crédito,4,2.2,2.0,39.6,-4.4
ORD-1342,2026-06-06 12:03:00,Especiales,Hamburguesa Extrema,1,36.0,0.0,36.0,Para Llevar,Yape/Plin,1,5.4,1.0,30.6,-5.4
ORD-1343,2026-05-24 22:28:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Presencial,Yape/Plin,4,4.8,1.0,27.2,-4.8
ORD-1344,2026-06-15 14:21:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Efectivo,5,1.8,1.0,16.2,-1.8
ORD-1345,2026-06-22 19:24:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Crédito,5,2.4,1.0,21.6,-2.4
ORD-1346,2026-06-29 13:12:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Tarjeta de Débito,4,1.8,1.0,16.2,-1.8
ORD-1347,2026-07-02 18:17:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Débito,4,4.28,1.0,24.22,-4.28
ORD-1348,2026-07-24 19:32:00,Gourmet,Hamburguesa huachana,3,32.0,0.0,96.0,Para Llevar,Tarjeta de Débito,4,4.8,4.0,108.8,12.8
ORD-1349,2026-06-01 18:15:00,Extranjera,Hamburguesa Mexicana,1,21.0,0.0,21.0,Delivery App,Tarjeta de Débito,4,4.2,2.0,33.6,12.6
ORD-1350,2026-07-26 16:44:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Crédito,5,2.4,2.0,43.2,-4.8
ORD-1351,2026-06-02 15:41:00,Extranjera,Hamburguesa Mexicana,1,23.0,0.0,23.0,Web Directa,Yape/Plin,5,4.6,2.0,36.8,13.8
ORD-1352,2026-07-06 14:43:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Presencial,Tarjeta de Débito,5,2.2,2.0,39.6,-4.4
ORD-1353,2026-05-18 20:01:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Crédito,5,2.4,2.0,43.2,-4.8
ORD-1354,2026-05-25 19:54:00,Pollo,Crispy Chicken Burger,3,22.0,0.0,66.0,Delivery App,Yape/Plin,5,2.2,3.0,59.4,-6.6
ORD-1355,2026-06-23 21:34:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,4,2.4,1.0,21.6,-2.4
ORD-1356,2026-06-27 12:41:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Crédito,4,2.4,2.0,43.2,-4.8
ORD-1357,2026-07-06 19:33:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Para Llevar,Efectivo,5,4.28,1.0,24.22,-4.28
ORD-1358,2026-06-15 20:29:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Delivery App,Efectivo,5,2.4,2.0,43.2,-4.8
ORD-1359,2026-05-24 13:58:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Débito,5,4.28,1.0,24.22,-4.28
ORD-1360,2026-06-01 12:54:00,Especiales,Hamburguesa La Churrita,1,28.5,2.85,25.65,Presencial,Tarjeta de Crédito,5,2.85,1.0,25.65,0.0
ORD-1361,2026-06-16 19:12:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Web Directa,Yape/Plin,4,4.28,1.0,24.22,-4.28
ORD-1362,2026-07-25 17:12:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Web Directa,Tarjeta de Débito,4,2.4,1.0,21.6,-2.4
ORD-1363,2026-05-23 19:17:00,Especiales,Hamburguesa La Churrita,1,30.5,0.0,30.5,Delivery App,Tarjeta de Crédito,4,4.58,1.0,25.92,-4.58
ORD-1364,2026-07-05 13:31:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Presencial,Tarjeta de Débito,4,5.7,1.0,22.8,0.0
ORD-1365,2026-05-27 19:31:00,Especiales,Hamburguesa La Churrita,4,28.5,4.27,96.92,Presencial,Tarjeta de Débito,4,4.27,4.0,96.92,0.0
ORD-1366,2026-05-02 13:34:00,Clásicas,Cheeseburger Doble,2,24.0,4.8,38.4,Presencial,Tarjeta de Débito,5,4.8,2.0,38.4,0.0
ORD-1367,2026-07-29 13:58:00,Clásicas,Hamburguesa Clásica,4,18.0,0.0,72.0,Presencial,Tarjeta de Débito,5,1.8,4.0,64.8,-7.2
ORD-1368,2026-05-17 13:38:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Débito,5,4.28,1.0,24.22,-4.28
ORD-1369,2026-06-02 19:45:00,Clásicas,Hamburguesa Clásica,3,18.0,3.6,43.2,Para Llevar,Efectivo,2,3.6,3.0,43.2,0.0
ORD-1370,2026-05-09 18:51:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1371,2026-06-12 17:28:00,Gourmet,Hamburguesa huachana,2,32.0,3.2,57.6,Presencial,Yape/Plin,5,3.2,2.0,57.6,0.0
ORD-1372,2026-06-17 14:48:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Yape/Plin,3,4.28,2.0,48.44,-8.56
ORD-1373,2026-06-08 20:28:00,Especiales,Hamburguesa La Churrita,1,28.5,4.27,24.23,Presencial,Tarjeta de Débito,2,4.27,1.0,24.23,0.0
ORD-1374,2026-06-11 14:52:00,Especiales,Hamburguesa Extrema,2,36.0,0.0,72.0,Presencial,Tarjeta de Débito,4,5.4,2.0,61.2,-10.8
ORD-1375,2026-05-26 19:43:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Tarjeta de Débito,5,2.2,1.0,19.8,-2.2
ORD-1376,2026-06-19 15:56:00,Extranjera,Hamburguesa Mexicana,1,21.0,0.0,21.0,Presencial,Tarjeta de Débito,5,4.2,2.0,33.6,12.6
ORD-1377,2026-05-25 14:15:00,Pollo,Crispy Chicken Burger,1,22.0,2.2,19.8,Delivery App,Yape/Plin,5,2.2,1.0,19.8,0.0
ORD-1378,2026-05-24 16:55:00,Clásicas,Hamburguesa Clásica,4,18.0,0.0,72.0,Para Llevar,Tarjeta de Débito,5,1.8,4.0,64.8,-7.2
ORD-1379,2026-05-13 14:43:00,Clásicas,Hamburguesa Clásica,3,18.0,0.0,54.0,Presencial,Efectivo,5,1.8,3.0,48.6,-5.4
ORD-1380,2026-06-29 19:46:00,Especiales,Hamburguesa La Churrita,5,28.5,4.27,121.15,Presencial,Tarjeta de Crédito,5,4.27,5.0,121.15,0.0
ORD-1381,2026-05-07 17:56:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Web Directa,Tarjeta de Crédito,2,1.8,2.0,32.4,-3.6
ORD-1382,2026-06-26 13:09:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Débito,5,4.28,1.0,24.22,-4.28
ORD-1383,2026-06-05 20:29:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Crédito,4,2.4,1.0,21.6,-2.4
ORD-1384,2026-06-14 14:24:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Web Directa,Tarjeta de Crédito,4,4.28,1.0,24.22,-4.28
ORD-1385,2026-05-20 17:38:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Presencial,Tarjeta de Crédito,5,4.8,1.0,27.2,-4.8
ORD-1386,2026-07-04 20:19:00,Gourmet,Hamburguesa huachana,1,33.5,0.0,33.5,Delivery App,Tarjeta de Crédito,4,5.03,1.0,28.47,-5.03
ORD-1387,2026-05-08 18:04:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Delivery App,Tarjeta de Crédito,5,5.7,1.0,22.8,0.0
ORD-1388,2026-05-16 12:00:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Efectivo,5,2.2,1.0,19.8,-2.2
ORD-1389,2026-05-14 20:29:00,Clásicas,Cheeseburger Doble,4,24.0,0.0,96.0,Presencial,Tarjeta de Crédito,4,2.4,4.0,86.4,-9.6
ORD-1390,2026-07-15 18:48:00,Extranjera,Hamburguesa Mexicana,1,21.0,0.0,21.0,Delivery App,Yape/Plin,5,4.2,2.0,33.6,12.6
ORD-1391,2026-07-26 14:02:00,Clásicas,Hamburguesa Clásica,3,18.0,2.7,45.9,Presencial,Yape/Plin,1,2.7,3.0,45.9,0.0
ORD-1392,2026-05-15 13:44:00,Especiales,Hamburguesa Extrema,2,36.0,0.0,72.0,Presencial,Efectivo,5,5.4,2.0,61.2,-10.8
ORD-1393,2026-07-31 19:13:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Crédito,4,4.28,1.0,24.22,-4.28
ORD-1394,2026-07-05 18:55:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Yape/Plin,5,2.4,1.0,21.6,-2.4
ORD-1395,2026-06-01 17:29:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Tarjeta de Débito,5,1.8,1.0,16.2,-1.8
ORD-1396,2026-07-26 20:49:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Web Directa,Tarjeta de Débito,5,4.28,1.0,24.22,-4.28
ORD-1397,2026-07-02 19:03:00,Clásicas,Hamburguesa Clásica,2,18.0,3.6,28.8,Presencial,Tarjeta de Débito,4,3.6,2.0,28.8,0.0
ORD-1398,2026-07-25 13:17:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Web Directa,Yape/Plin,3,1.8,1.0,16.2,-1.8
ORD-1399,2026-06-20 14:36:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Delivery App,Tarjeta de Crédito,3,5.7,1.0,22.8,0.0
ORD-1400,2026-05-25 13:24:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,5,4.28,1.0,24.22,-4.28
ORD-1401,2026-06-27 19:47:00,Gourmet,Hamburguesa huachana,5,32.0,0.0,160.0,Delivery App,Tarjeta de Débito,4,4.8,6.0,163.2,3.2
ORD-1402,2026-07-02 11:00:00,Extranjera,Hamburguesa Mexicana,2,21.0,0.0,42.0,Para Llevar,Yape/Plin,4,4.2,4.0,67.2,25.2
ORD-1403,2026-07-01 17:52:00,Especiales,Hamburguesa La Churrita,2,28.5,2.85,51.3,Presencial,Efectivo,4,2.85,2.0,51.3,0.0
ORD-1404,2026-05-22 19:45:00,Especiales,Hamburguesa La Churrita,1,30.0,0.0,30.0,Delivery App,Tarjeta de Crédito,5,4.5,1.0,25.5,-4.5
ORD-1405,2026-06-27 20:14:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Presencial,Efectivo,4,1.8,2.0,32.4,-3.6
ORD-1406,2026-06-27 14:08:00,Gourmet,Hamburguesa huachana,2,32.0,0.0,64.0,Presencial,Tarjeta de Crédito,3,4.8,2.0,54.4,-9.6
ORD-1407,2026-07-25 19:14:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Crédito,5,2.4,2.0,43.2,-4.8
ORD-1408,2026-06-18 12:48:00,Especiales,Hamburguesa Extrema,5,36.0,5.4,153.0,Para Llevar,Tarjeta de Crédito,3,5.4,5.0,153.0,0.0
ORD-1409,2026-06-21 19:56:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Para Llevar,Tarjeta de Crédito,4,2.2,1.0,19.8,-2.2
ORD-1410,2026-06-11 12:23:00,Especiales,Hamburguesa La Churrita,4,28.5,0.0,114.0,Presencial,Tarjeta de Débito,5,4.28,5.0,121.1,7.1
ORD-1411,2026-07-09 14:03:00,Clásicas,Hamburguesa Clásica,3,18.0,0.0,54.0,Presencial,Tarjeta de Crédito,5,1.8,3.0,48.6,-5.4
ORD-1412,2026-05-15 19:11:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Delivery App,Tarjeta de Crédito,5,2.2,1.0,19.8,-2.2
ORD-1413,2026-06-23 13:58:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Efectivo,4,2.2,1.0,19.8,-2.2
ORD-1414,2026-06-29 13:57:00,Clásicas,Hamburguesa Clásica,4,18.0,0.0,72.0,Presencial,Yape/Plin,3,1.8,4.0,64.8,-7.2
ORD-1415,2026-05-08 19:36:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Yape/Plin,5,2.4,1.0,21.6,-2.4
ORD-1416,2026-06-22 19:36:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Delivery App,Yape/Plin,3,2.2,1.0,19.8,-2.2
ORD-1417,2026-06-29 18:42:00,Clásicas,Hamburguesa Clásica,4,18.0,0.0,72.0,Para Llevar,Yape/Plin,3,1.8,4.0,64.8,-7.2
ORD-1418,2026-05-05 18:59:00,Extranjera,Hamburguesa Mexicana,2,21.0,0.0,42.0,Presencial,Tarjeta de Crédito,5,4.2,4.0,67.2,25.2
ORD-1419,2026-07-07 17:05:00,Clásicas,Cheeseburger Doble,1,24.0,3.6,20.4,Presencial,Tarjeta de Débito,3,3.6,1.0,20.4,0.0
ORD-1420,2026-05-06 13:38:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Delivery App,Yape/Plin,1,1.8,2.0,32.4,-3.6
ORD-1421,2026-06-16 14:55:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Delivery App,Tarjeta de Crédito,4,2.2,1.0,19.8,-2.2
ORD-1422,2026-06-24 13:45:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Yape/Plin,4,2.4,1.0,21.6,-2.4
ORD-1423,2026-06-09 20:23:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Crédito,1,4.28,1.0,24.22,-4.28
ORD-1424,2026-06-21 18:10:00,Clásicas,Hamburguesa Clásica,2,18.0,3.6,28.8,Presencial,Tarjeta de Crédito,4,3.6,2.0,28.8,0.0
ORD-1425,2026-05-16 15:12:00,Clásicas,Hamburguesa Clásica,1,21.0,0.0,21.0,Web Directa,Tarjeta de Débito,5,2.1,1.0,18.9,-2.1
ORD-1426,2026-05-13 16:33:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Tarjeta de Débito,3,4.28,2.0,48.44,-8.56
ORD-1427,2026-05-30 20:24:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Tarjeta de Débito,4,4.28,2.0,48.44,-8.56
ORD-1428,2026-05-19 13:06:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,4,4.28,1.0,24.22,-4.28
ORD-1429,2026-05-17 18:51:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Presencial,Tarjeta de Crédito,5,2.2,2.0,39.6,-4.4
ORD-1430,2026-07-02 17:03:00,Especiales,Hamburguesa La Churrita,1,31.5,0.0,31.5,Presencial,Tarjeta de Crédito,4,4.72,1.0,26.78,-4.72
ORD-1431,2026-05-19 18:58:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Web Directa,Yape/Plin,5,1.8,2.0,32.4,-3.6
ORD-1432,2026-07-31 11:07:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Yape/Plin,2,2.4,1.0,21.6,-2.4
ORD-1433,2026-06-27 20:19:00,Extranjera,Hamburguesa Mexicana,3,21.0,4.2,50.4,Delivery App,Tarjeta de Crédito,5,4.2,3.0,50.4,0.0
ORD-1434,2026-06-24 20:28:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Presencial,Yape/Plin,5,4.8,1.0,27.2,-4.8
ORD-1435,2026-07-29 17:53:00,Especiales,Hamburguesa La Churrita,1,28.5,2.85,25.65,Delivery App,Tarjeta de Crédito,5,2.85,1.0,25.65,0.0
ORD-1436,2026-07-29 18:52:00,Clásicas,Cheeseburger Doble,2,24.0,3.6,40.8,Presencial,Tarjeta de Débito,5,3.6,2.0,40.8,0.0
ORD-1437,2026-07-01 20:50:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Crédito,4,2.4,1.0,21.6,-2.4
ORD-1438,2026-05-23 19:44:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Para Llevar,Yape/Plin,3,4.8,1.0,27.2,-4.8
ORD-1439,2026-05-09 13:45:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Delivery App,Yape/Plin,3,2.2,2.0,39.6,-4.4
ORD-1440,2026-05-12 17:09:00,Gourmet,Hamburguesa huachana,2,32.0,0.0,64.0,Delivery App,Tarjeta de Crédito,5,4.8,2.0,54.4,-9.6
ORD-1441,2026-05-01 18:42:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Presencial,Yape/Plin,5,2.2,2.0,39.6,-4.4
ORD-1442,2026-06-27 15:33:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Web Directa,Tarjeta de Débito,3,4.8,1.0,27.2,-4.8
ORD-1443,2026-05-01 19:56:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Delivery App,Tarjeta de Crédito,2,1.8,2.0,32.4,-3.6
ORD-1444,2026-06-03 20:25:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Crédito,5,2.4,1.0,21.6,-2.4
ORD-1445,2026-06-17 20:40:00,Clásicas,Hamburguesa Clásica,2,21.0,0.0,42.0,Delivery App,Tarjeta de Crédito,5,2.1,2.0,37.8,-4.2
ORD-1446,2026-07-28 16:48:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Presencial,Tarjeta de Crédito,5,1.8,2.0,32.4,-3.6
ORD-1447,2026-05-01 12:57:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Tarjeta de Débito,3,2.2,1.0,19.8,-2.2
ORD-1448,2026-05-16 22:02:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,4,4.28,1.0,24.22,-4.28
ORD-1449,2026-06-30 19:55:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Presencial,Tarjeta de Débito,5,5.7,1.0,22.8,0.0
ORD-1450,2026-07-03 12:05:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Tarjeta de Crédito,5,1.8,1.0,16.2,-1.8
ORD-1451,2026-07-02 20:04:00,Clásicas,Cheeseburger Doble,1,24.0,2.4,21.6,Para Llevar,Tarjeta de Crédito,3,2.4,1.0,21.6,0.0
ORD-1452,2026-07-08 20:04:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Tarjeta de Crédito,5,1.8,1.0,16.2,-1.8
ORD-1453,2026-05-22 17:53:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Delivery App,Tarjeta de Débito,5,1.8,2.0,32.4,-3.6
ORD-1454,2026-07-06 18:46:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,4,4.28,1.0,24.22,-4.28
ORD-1455,2026-07-15 14:22:00,Clásicas,Cheeseburger Doble,4,24.0,0.0,96.0,Delivery App,Tarjeta de Crédito,5,2.4,4.0,86.4,-9.6
ORD-1456,2026-05-26 12:48:00,Especiales,Hamburguesa La Churrita,1,30.5,0.0,30.5,Presencial,Yape/Plin,5,4.58,1.0,25.92,-4.58
ORD-1457,2026-05-16 14:08:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Presencial,Yape/Plin,3,1.8,2.0,32.4,-3.6
ORD-1458,2026-06-20 19:34:00,Clásicas,Hamburguesa Clásica,2,18.0,1.8,32.4,Presencial,Tarjeta de Débito,3,1.8,2.0,32.4,0.0
ORD-1459,2026-07-25 11:19:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Yape/Plin,3,2.4,1.0,21.6,-2.4
ORD-1460,2026-06-26 14:57:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Delivery App,Tarjeta de Débito,3,5.7,1.0,22.8,0.0
ORD-1461,2026-05-29 14:48:00,Gourmet,Hamburguesa huachana,2,32.0,0.0,64.0,Presencial,Tarjeta de Débito,4,4.8,2.0,54.4,-9.6
ORD-1462,2026-07-17 17:58:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,3,2.4,1.0,21.6,-2.4
ORD-1463,2026-07-31 20:41:00,Clásicas,Cheeseburger Doble,4,24.0,0.0,96.0,Presencial,Tarjeta de Débito,5,2.4,4.0,86.4,-9.6
ORD-1464,2026-07-08 14:34:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Presencial,Tarjeta de Crédito,4,4.8,1.0,27.2,-4.8
ORD-1465,2026-06-16 14:49:00,Clásicas,Hamburguesa Clásica,4,18.0,1.8,64.8,Presencial,Tarjeta de Crédito,1,1.8,4.0,64.8,0.0
ORD-1466,2026-07-01 19:17:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Crédito,5,2.4,1.0,21.6,-2.4
ORD-1467,2026-07-08 16:16:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Presencial,Tarjeta de Débito,5,2.2,2.0,39.6,-4.4
ORD-1468,2026-07-15 13:23:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Tarjeta de Crédito,5,4.28,2.0,48.44,-8.56
ORD-1469,2026-05-16 16:02:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Efectivo,5,2.4,2.0,43.2,-4.8
ORD-1470,2026-07-29 13:31:00,Extranjera,Hamburguesa Mexicana,1,21.0,2.1,18.9,Delivery App,Yape/Plin,5,2.1,1.0,18.9,0.0
ORD-1471,2026-07-29 13:34:00,Pollo,Crispy Chicken Burger,2,22.0,4.4,35.2,Presencial,Tarjeta de Débito,3,4.4,2.0,35.2,0.0
ORD-1472,2026-06-17 16:37:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Crédito,1,2.4,1.0,21.6,-2.4
ORD-1473,2026-07-24 15:12:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Yape/Plin,5,4.28,2.0,48.44,-8.56
ORD-1474,2026-06-08 20:55:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Yape/Plin,5,4.28,1.0,24.22,-4.28
ORD-1475,2026-06-02 14:46:00,Clásicas,Cheeseburger Doble,3,24.0,0.0,72.0,Web Directa,Yape/Plin,5,2.4,3.0,64.8,-7.2
ORD-1476,2026-05-23 18:24:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Crédito,3,2.4,1.0,21.6,-2.4
ORD-1477,2026-05-10 18:08:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Débito,5,2.4,2.0,43.2,-4.8
ORD-1478,2026-07-08 11:03:00,Especiales,Hamburguesa La Churrita,3,28.5,0.0,85.5,Delivery App,Tarjeta de Crédito,5,4.28,4.0,96.88,11.38
ORD-1479,2026-06-03 18:13:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Crédito,5,2.4,2.0,43.2,-4.8
ORD-1480,2026-06-21 13:36:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Delivery App,Yape/Plin,5,2.2,1.0,19.8,-2.2
ORD-1481,2026-05-10 21:33:00,Especiales,Hamburguesa La Churrita,1,28.5,4.27,24.23,Presencial,Yape/Plin,5,4.27,1.0,24.23,0.0
